
1., Hindi translation of notification regarding Rajasthan Registration (Licensing of Document Writers) Rules, 2025, 12-Mar-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14346.pdf
49., Declaration of HOD (Class-I) under RSR for Director and Special Secretary to Government, Specially Abled Person, 30-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14295.pdf
50., Policy for empanelment of private hospitals, diagnostic centers / imaging centers under Rajasthan Government Health Scheme, 30-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14296.pdf
51., Process for empanelment of private hospitals, diagnostic centers / imaging centers under Rajasthan Government Health Scheme, 30-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14297.pdf
52., Excise and Temperance Policy 2025-29, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14298.pdf
53., Summary of Excise and Temperance Policy 2025-29 in Hindi and English, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14299.pdf
54., Provisional Seniority List of Additional Commissioner as on 01-04-2025, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14289.pdf
55., Provisional Seniority List of Deputy Commissioner as on 01-04-2025, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14290.pdf
56., Provisional Seniority List of Assistant Commissioner as on 01-04-2025, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14291.pdf
57., Provisional Seniority List of Commercial Tax Officer as on 01-04-2025, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14292.pdf
58., Provisional Seniority List of Assistant Commercial Tax Officer as on 01-04-2025, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14293.pdf
59., Notification of Excise and Temperance Policy 2025-29, 29-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14308.pdf
60., Order regarding availability of medicines under RGHS through Pharma Store/E- Pharma store, 27-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14287.pdf
61., Provisional Seniority list of SIPF Officers for the year 2025-26, 27-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/SIPF/14288.pdf
62., Notification under section 6 of the Registration Act, 1908 for appointment of Sub-Registrars, 24-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14282.pdf
63., Notification under section 6 of the Registration Act, 1908 for appointment of Registrars in registration districts, 24-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14283.pdf
64., Notification regarding appointment of AIG & DIG of Registration and Stamps under section 8 of the Registration Act, 1908, 24-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14284.pdf
65., User Guide for Just-in-time release of funds for Centrally Sponsored Schemes through SNA SPARSH, 24-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/WM/14285.pdf
66., Posting Order of Rajasthan Excise/Police Service Officers, 24-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/EXCISE/14286.pdf
67., Regarding House Building Advance to Rajasthan Judicial Service, 23-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14281.pdf
68., Report of the Employees' Pay Anomaly Examination Committee (Part-I - Pay Anomaly, Up-gradation Matters and other common issues), 23-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/PayAnomalyReport_14277.pdf
69., Report of the Employees' Pay Anomaly Examination Committee (Part-II - Allowances, Special Pays and Special Allowance under Special Selection Rules), 23-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/PayAnomalyReport2_14278.pdf
70., Regarding Soft Loan Facility (Advance) for purchase of Car by Officers of Rajasthan Judicial Service, 23-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14279.pdf
71., Appointment of Nodal Officer of Excise Department for monitoring LITES Portal, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/LEGAL/14280.pdf
72., Suspension Order of Shri Pradeep Kumar Yadav, Assistant Commercial Tax Officer, Commercial Tax Department, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14272.pdf
73., Added a new clause(ff) for allow sub-contract/sub-letting to Qrated score startups under sub-rule(3) of Rule 36 of RTPP Rules,2013, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/FR/14273.pdf
74., Development of Course Content for Training of RAcS Officers, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/14274.pdf
75., Settlement of interest deposited through Bharatkosh Challan / Cheque / Demand Draft on PFMS Portal, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/WM/14275.pdf
76., Amendment in circular dated 15.01.2025 regarding Prior Budget (2025-26) Stakeholders Consultations at Divisional level, 22-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/BUDGET/14276.pdf
77., Additional Charge of SIPF Officer, 21-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/SIPF/14271.pdf
78., Amendment in Schedule VI of Rajasthan Civil Services (Revised Pay Scales) Rules, 2017 (Deletion of impact of Censure in MACP), 20-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14270.pdf
79., Notification regarding Rajasthan Registration (Licensing of Document Writers) Rules, 2025, 17-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14267.pdf
80., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-40 dated 29.06.2017 to reduce rate on fortified rice kernel and to amend definition of pre-packaged and labelled items, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14258.pdf
81., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-41 dated 29.06.2017 to exempt GST on gene therapy and to amend definition of pre-packaged and labelled items, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14259.pdf
82., Seeks to amend notification no. F.12(56)FD/Tax/2017-120 dated 18.10.2017 to extend the concessional 5% GST rate on food inputs of food preparations under HSN 19 or 21, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14260.pdf
83., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-II-173 dated 25.01.2018 to increase the GST rate from 12% to 18 % on sale of all old and used vehicles, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14261.pdf
84., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-50 dated 29.06.2017 to exempt GST on the contributions made to the Motor Vehicle Accident Fund, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14262.pdf
85., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-51 dated 29.06.2017 to bring supply of the sponsorship services provided by the body corporates under Forward Charge Mechanism etc, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14263.pdf
86., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-55 dated 29.06.2017 to change definition of specified premises, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14264.pdf
87., Seeks to amend notification no. F.12(56)FD/Tax/2017-Pt-I-49 dated 29.06.2017 to omit the definition of declared tariff and to amend the definition of specified premises, 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14265.pdf
88., Regarding Training of Inventory Management System (IMS), 16-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14266.pdf
89., Corrigendum of Order Dated 15.01.2025 of SIPF, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/SIPF/14268.pdf
90., Post Transfer of SIPF Cadre, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/SIPF/14269.pdf
91., Notification regarding removal of Treasuries, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14227.pdf
92., Interest rate (7.1%) on the deposits of General Provident Fund and other Similar Funds like CPF/OPS during the period of 01.01.2025 to 31.03.2025, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/WM/14228.pdf
93., Promotion order of Additional Commissioner, CTD, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14229.pdf
94., Promotion order of Deputy Commissioner, CTD, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14230.pdf
95., Promotion order of Assistant Commissioner, CTD, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14231.pdf
96., Promotion Order of RAcS Officer Sh. Leelaram Meena in Higher SuperTime Scale, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/14232.pdf
97., Promotion order of Commercial Tax Officer, CTD, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14233.pdf
98., Promotion order of Review DPC of Deputy Commissioner, Sh. Ravindrapal Singh Manda, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14234.pdf
99., Promotion order of Review DPC of Assistant Commissioner, Smt. Jaya Taldar, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14235.pdf
100., Promotion order of Review DPC of Commercial Tax Officer, Sh. Mukesh Kumar Dixit, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14236.pdf
101., Promotion order of Review DPC of Commercial Tax Officer, Sh. Raghuveer Singh Goswami, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14237.pdf
102., Promotion order of Review DPC of Assistant Commercial Tax Officer, Sh. Pawan Kumar Gehlot, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14238.pdf
103., Promotion order of Review DPC of Commercial Tax Officer, Sh. Pawan Kumar Gehlot, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14239.pdf
104., Promotion order of Review DPC of Assistant Commissioner, Sh. Pawan Kumar Gehlot, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14240.pdf
105., Promotion order of Review DPC of Commercial Tax Officer, Sh. Mahendar Singh Anand, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14241.pdf
106., Promotion order of Review DPC of Commercial Tax Officer, Sh. Ved Prakash Mittal, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14242.pdf
107., Promotion order of Review DPC of Assistant Commissioner, Sh. Ved Prakash Mittal, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14243.pdf
108., Promotion order of Review DPC of Deputy Commissioner, Sh. Ved Prakash Mittal, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14244.pdf
109., Promotion order of Review DPC of Additional Commissioner, Sh. Ved Prakash Mittal, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14245.pdf
110., Promotion order of Additional Commissioner, Sh. Kisnaram (Deferred DPC), 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14246.pdf
111., Promotion order of Deputy Commissioner, Sh. Tarachand Meghwal (Deferred DPC), 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14247.pdf
112., Promotion order of Assistant Commissioner, Sh. Vedprakash Meena (Deferred DPC), 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14248.pdf
113., Promotion order of Assistant Commissioner, Sh. Mukram Singh Meena (Deferred DPC), 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14249.pdf
114., Promotion order of Review DPC of Additional Commissioner, Sh. Mahipal Singh, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14250.pdf
115., Transfer/Posting order of RCTS officers, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/CCT/14251.pdf
116., Prior budget Stakeholders Consultations at Divisional level, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/BUDGET/14252.pdf
117., Promotion order of Assistant Excise Officers, EPF, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14253.pdf
118., Promotion order of Sh. Rajendra Prasad Meena, AEO (General Branch), 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14254.pdf
119., Transfer / Posting order of RAcS Officers, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/14255.pdf
120., Transfer/Posting order of SIPF Officers, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/SIPF/14256.pdf
121., Transfer and Posting order of Excise Service Officers, 15-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/EXCISE/ExciseTransferPosting_14257.pdf
122., Proposal of Supplementary Demands for 2024-2025, 10-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/BUDGET/14224.pdf
123., Amendment of HDFC Bank circular for Revenue collection at e-GRAS, 10-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14225.pdf
124., Retirement Order of RAcS Officers for FY 2025-26, 10-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/14226.pdf
125., Authorisation of HDFC Bank for online Revenue collection, 09-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14223.pdf
126., Amendment of Confirmation Order of Assistant Commercial Tax Officers dated 06.12.2024, 07-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14222.pdf
127., Retirement Order of RCTS Officers retiring during the year 2025-26, 03-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/14220.pdf
128., Online training for Financial sanction process in IFMS 3.0, 03-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14221.pdf
129., Issuance of Administrative Sanction and Financial Sanction in IFMS 3.0, 02-Jan-2025, https://finance.rajasthan.gov.in/PDFDOCS/TA/14219.pdf
130., Declaration of holiday under NI Act on 09.01.2025 (Bye-Election Municipal Area), 31-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/WM/14217.pdf
131., Enhancement of maximum limit of gratuity to the Judicial Officers, 31-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14218.pdf
132., Allowing Officers of All India Services, State Services and Judicial Officers to retain Laptop, Printer, Note Book, iPad and Tablet given to them in official capacity after depositing depreciated value, 30-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14216.pdf
133., Postponed BFC Programme (Schemes), 26-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/14214.pdf
134., Hindi Translation of notification for exemption of stamp duty on the instrument of purchase or lease of land executed in favour of enterprises eligible under RIPS, 2024, 26-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/14215.pdf
135., Amendment in Point No.18 of order dated 27.06.2024 of PWFAR Part-II Appendix-XVI, 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/PWFAR/14203.pdf
136., Regarding Dry day for Bye Election December 2024-January 2025 of local body, 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14204.pdf
137., Promotion order of AEO (General Branch), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14205.pdf
138., Promotion order of Dy. commissioner/DEO (Senior Pay Scale) (Gen. Branch), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14206.pdf
139., Promotion order of Dy Commissioner, EPF, 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14207.pdf
140., Promotion order of District Excise officers (General Pay scale) (General Branch), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14208.pdf
141., Promotion order of Additional Excise Commissioner (General Branch), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14209.pdf
142., Promotion order of Excise Officers, EPF, 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14210.pdf
143., Review promotion order of DEO (Gen. payscale) General Branch, 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14211.pdf
144., Review DPC order of Sh. Jaikrit Singh AEO (Gen. Branch), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/14212.pdf
145., Camp dated 26-12-2024 regarding deposit of central interest on unspent balance of SNA pertaining to Centrally Sponsored Schemes (CSSs), 24-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/WM/14213.pdf
146., Training order of RAcS Officer on 26-12-2024 at Bhamashah Techno Hub, 23-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/14202.pdf
147., Substituted in Clause (a) of Sub-Rule (2) of Rule 17 of RTPP Rules, 2013, 19-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/FR/14200.pdf
148., Revised BFC Meeting Notice (Schemes) (Exp-III), 19-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/14201.pdf
149., Additional Charge Order of Excise Officer, 18-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/EXCISE/14198.pdf
150., Additional Charge Order of RAcS Officers, 18-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/14199.pdf
151., FRBM Six Monthly Review 2024-25, 17-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/FRBM/14197.pdf
152., Retirement Order of SIPF Officers, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/SIPF/14188.pdf
153., Revised BFC Meeting Notice (Schemes) (Exp-III), 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/14189.pdf
154., Amendment in the Rajasthan Pensioners' Medical Concession Scheme, 2021, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14190.pdf
155., Seeks to notify the provisions of Rajasthan Goods and Services Tax (Amendment) Ordinance, 2024, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14191.pdf
156., Seeks to make amendments in RGST Rules, 2017, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14192.pdf
157., Seeks to notify date under sub-section (1) of Section 128A of RGST Act, 2017 regarding payment of tax payable by a class of registered person, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14193.pdf
158., Seeks to notify the special procedure under section 148 of the RGST Act for rectification of demand orders issued for contravention of section 16(4) of the said Act, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14194.pdf
159., Seeks to provide waiver of late fee for late filing of NIL FORM GSTR-7, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/14195.pdf
160., Transfer/Posting Order of RAcS Officers, 16-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/14196.pdf
161., Grant of Notional Annual Increment to Employees Retiring on 30th June-Regarding (With reference to order dated 12.09.2024), 13-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14183.pdf
162., Declaration of Senior Private Secretary(L-16) as Gazetted post under Rules 7(10-A) of RSR, 1951, 13-Dec-2024, https://finance.rajasthan.gov.in/PDFDOCS/RULES/14186.pdf
